X,Y,L_m_Upstream,Max_Vel,Min_Vel,Mean_Vel,StreamNumber
304824.94766718,3498379.75942367,52728.0389183032,0.461510528309387,0.0124561270279746,0.35133752977367,7
313494.94766718,3513079.75942367,56645.9783106966,0.461510528309387,0.0143475672071892,0.41509364567173,4
334944.94766718,3530479.75942367,126141.06483833,0.461510528309387,0.0126674067952279,0.366510028611908,103
332214.94766718,3521269.75942367,118894.67740078,0.461510528309387,0.0135623261107684,0.366198920415145,102
335844.94766718,3492949.75942367,108260.056198321,0.461510528309387,0.0146388453673482,0.394799642419126,19
326214.94766718,3489979.75942367,73144.6406361014,0.461510528309387,0.0133300481312692,0.308225668260342,12
332304.94766718,3531529.75942367,129414.079990231,0.461510528309387,0.0125859909618047,0.344684270245639,98
324654.94766718,3531649.75942367,133785.400333792,0.461510528309387,0.0127020161732833,0.335797233070198,97
315624.94766718,3483709.75942367,71864.0518910709,0.461510528309387,0.0133511430996835,0.320747746619857,11
329004.94766718,3524839.75942367,126833.714190967,0.461510528309387,0.012987816401366,0.349786807613632,99
330234.94766718,3523069.75942367,124631.805102377,0.461510528309387,0.0125193904611738,0.353637711118336,100
339174.94766718,3494959.75942367,93010.5821821197,0.461510528309387,0.0129582574971166,0.404771539343054,18
327834.94766718,3499639.75942367,75676.1839254269,0.461510528309387,0.0126365011555877,0.415666882773807,14
371874.94766718,3532549.75942367,167293.608102153,0.461510528309387,0.0257656323569126,0.327076368126295,86
328824.94766718,3520669.75942367,104139.396026541,0.461510528309387,0.0155235540564719,0.355890933545962,105
332484.94766718,3493459.75942367,97152.1968981946,0.461510528309387,0.013640454164881,0.388730223513807,16
329634.94766718,3494719.75942367,81265.960979661,0.461510528309387,0.0130429192561851,0.389260151886976,15
364284.94766718,3472339.75942367,140367.826740664,0.461510528309387,0.0210372922006501,0.380964408875355,28
432174.94766718,3437629.75942367,250678.391591769,0.461510528309387,0.0397111643306209,0.374107027497951,50
310434.94766718,3530479.75942367,47615.915549465,0.461510528309387,0.0136133695596816,0.215982194337809,1
410154.94766718,3474349.75942367,203115.714139962,0.461510528309387,0.0309958150740859,0.380647217528227,69
407634.94766718,3487099.75942367,187361.021510751,0.461510528309387,0.0192830817527636,0.376493236900763,80
428634.94766718,3440569.75942367,244770.309345876,0.461510528309387,0.0300231922801078,0.375981883436801,49
414594.94766718,3461629.75942367,214890.701141688,0.461510528309387,0.0130282656524304,0.387783682200272,68
301284.94766718,3487549.75942367,81987.4241767194,0.461510528309387,0.0131519003865559,0.300237615173224,9
334854.94766718,3490669.75942367,111538.067017464,0.461510528309387,0.0133791778826411,0.389084224777687,21
404004.94766718,3478219.75942367,186024.331035168,0.461510528309387,0.014600003938072,0.390453265976944,75
346884.94766718,3524779.75942367,116009.164415257,0.461510528309387,0.0148099464361373,0.383236037885848,104
345084.94766718,3477859.75942367,130682.759646672,0.461510528309387,0.012973051915803,0.379309286690537,22
406074.94766718,3477979.75942367,188105.874324493,0.461510528309387,0.0182158944795632,0.38625745255633,74
310314.94766718,3470989.75942367,92483.7401875201,0.461510528309387,0.0156037496374234,0.269270375147312,10
403374.94766718,3485059.75942367,181839.04099541,0.461510528309387,0.0126171166898819,0.386173746020545,81
406914.94766718,3476419.75942367,193636.382977258,0.461510528309387,0.0222959584102356,0.385065790031343,70
358464.94766718,3463009.75942367,151020.538854534,0.461510528309387,0.0201603565553363,0.362579309285014,26
404064.94766718,3480559.75942367,181553.233637373,0.461510528309387,0.0159890644301465,0.389744684541415,77
357384.94766718,3466009.75942367,149096.274785822,0.461510528309387,0.0220652786707878,0.365240984803082,25
305844.94766718,3493759.75942367,78759.1189850614,0.461510528309387,0.0127249962767646,0.302739606832016,8
422544.94766718,3434509.75942367,252647.214101709,0.461510528309387,0.0930098115614933,0.365235091603418,47
350664.94766718,3553249.75942367,157540.378670002,0.461510528309387,0.022619105770917,0.325514463864523,89
437094.94766718,3433099.75942367,262778.382926253,0.461510528309387,0.0380442932073428,0.369707066224902,52
336024.94766718,3494479.75942367,92159.9220103399,0.461510528309387,0.0125468903296086,0.407456820420782,17
401244.94766718,3487849.75942367,173946.694680805,0.461510528309387,0.0158452256538515,0.387990803203507,82
323214.94766718,3493609.75942367,67429.7163956096,0.461510528309387,0.0125703766511988,0.334345276337385,13
356694.94766718,3548899.75942367,162564.785592213,0.461510528309387,0.027421593807769,0.319368201566105,88
427224.94766718,3441229.75942367,243455.456532134,0.461510528309387,0.0324915958929771,0.374045844267407,48
461694.94766718,3441109.75942367,285366.742213621,0.461510528309387,0.270040862077846,0.367798614982255,56
406794.94766718,3475219.75942367,192430.869991736,0.461510528309387,0.0140196699764843,0.386978694337648,71
436974.94766718,3429799.75942367,266582.718421714,0.461510528309387,0.0153800473203296,0.366786535433946,53
409854.94766718,3436879.75942367,245152.512806982,0.461510528309387,0.0505469868711811,0.36686899504769,45
433464.94766718,3438769.75942367,250842.950032997,0.461510528309387,0.0275683656381107,0.375720086929861,51
311844.94766718,3511219.75942367,55307.5216000221,0.461510528309387,0.0131374622828923,0.424156164804349,3
443694.94766718,3435109.75942367,262424.779029322,0.461510528309387,0.017309358132056,0.373159009335562,54
415764.94766718,3439279.75942367,240068.989002316,0.461510528309387,0.0259703809038498,0.371628072654524,46
404904.94766718,3476479.75942367,188415.285579463,0.461510528309387,0.0142418436115926,0.390331487987619,73
344544.94766718,3472609.75942367,150960.538854534,0.461510528309387,0.024546536578543,0.351417763855227,23
460494.94766718,3440839.75942367,283648.214076197,0.461510528309387,0.039489104386052,0.368171720259965,57
428334.94766718,3452779.75942367,240327.44571299,0.461510528309387,0.01929768262491,0.3762600338537,65
374004.94766718,3472309.75942367,149028.995565208,0.461510528309387,0.0197880989540635,0.387509801951925,34
332634.94766718,3540709.75942367,142712.305089624,0.461510528309387,0.0128048514178268,0.350932688889342,95
402774.94766718,3478249.75942367,181140.512857986,0.461510528309387,0.0134557399945143,0.394490027900268,76
403014.94766718,3481249.75942367,180540.512857986,0.461510528309387,0.0126481065058441,0.392243697048012,78
309204.94766718,3513319.75942367,36937.8333035729,0.461510528309387,0.0129136930757251,0.367317557718122,2
337524.94766718,3493009.75942367,105285.426330344,0.461510528309387,0.0132592993006017,0.405326414389954,20
458394.94766718,3439579.75942367,280884.467325767,0.461510528309387,0.0344885739986458,0.368720955852257,58
401634.94766718,3492949.75942367,178562.279093077,0.461510528309387,0.0171801576095668,0.366692693124092,84
390864.94766718,3499339.75942367,172918.532342646,0.461510528309387,0.0124043016657464,0.376629538849537,85
377874.94766718,3470839.75942367,157960.164389753,0.461510528309387,0.0233085352314976,0.378238668580962,37
422934.94766718,3460549.75942367,228609.292040347,0.461510528309387,0.0312174789977273,0.375790060801601,66
333384.94766718,3538729.75942367,140313.188207169,0.461510528309387,0.012539044162454,0.355577323114941,96
354924.94766718,3469729.75942367,138646.283451338,0.461510528309387,0.0124957333790024,0.377536616159954,24
376104.94766718,3472249.75942367,151822.376516375,0.461510528309387,0.0179268929854092,0.385379263285868,35
437994.94766718,3444319.75942367,254212.727087231,0.461510528309387,0.0202024646202098,0.3736707226024,63
443544.94766718,3440629.75942367,263202.646994966,0.461510528309387,0.0398789066802767,0.3715452512516,60
330594.94766718,3544789.75942367,151643.473914169,0.461510528309387,0.0128425683942735,0.344170769345955,94
320664.94766718,3557779.75942367,175829.41546019,0.461510528309387,0.0125664676816741,0.323232636692318,91
329754.94766718,3576559.75942367,186008.157877864,0.461510528309387,0.0150374917555774,0.314882383009403,90
