X,Y,L_m_Upstream,Max_Vel,Min_Vel,Mean_Vel,StreamNumber
304824.94766718,3498379.75942367,52728.0389183032,0.765024384234344,0.0171325536347233,0.579985057564216,7
313494.94766718,3513079.75942367,56645.9783106966,0.765024384234344,0.0198787662360818,0.687177684609927,4
334944.94766718,3530479.75942367,126141.06483833,0.765024384234344,0.0174383021363012,0.603144603251324,103
332214.94766718,3521269.75942367,118894.67740078,0.765024384234344,0.0187362381292918,0.602873145723338,102
335844.94766718,3492949.75942367,108260.056198321,0.765024384234344,0.0203034087311968,0.652041240756265,19
326214.94766718,3489979.75942367,73144.6406361014,0.765024384234344,0.0183989188826274,0.506538336550305,12
332304.94766718,3531529.75942367,129414.079990231,0.765024384234344,0.0173204516983147,0.56652032378634,98
324654.94766718,3531649.75942367,133785.400333792,0.765024384234344,0.0174884115140291,0.551563164129415,97
315624.94766718,3483709.75942367,71864.0518910709,0.765024384234344,0.0184295410073386,0.526984725576491,11
329004.94766718,3524839.75942367,126833.714190967,0.765024384234344,0.0179024769430349,0.575146410988727,99
330234.94766718,3523069.75942367,124631.805102377,0.765024384234344,0.017224075913235,0.581682838513956,100
339174.94766718,3494959.75942367,93010.5821821197,0.765024384234344,0.0178596301946773,0.669461648713851,18
327834.94766718,3499639.75942367,75676.1839254269,0.765024384234344,0.0173935612141311,0.687909416094982,14
371514.94766718,3532369.75942367,166841.476067797,0.765024384234344,0.0378498139632017,0.537542027977176,86
329124.94766718,3520009.75942367,103355.131957829,0.765024384234344,0.0221536453644342,0.591685013700408,105
332484.94766718,3493459.75942367,97152.1968981946,0.765024384234344,0.018849764783687,0.642580054919177,16
329634.94766718,3494719.75942367,81265.960979661,0.765024384234344,0.0179823640555754,0.643627864381605,15
364974.94766718,3472489.75942367,139456.283451338,0.765024384234344,0.0309113460255514,0.632197341865231,28
432114.94766718,3437569.75942367,250763.244405512,0.765024384234344,0.0579616088497337,0.614166327069118,50
310434.94766718,3530479.75942367,47615.915549465,0.765024384234344,0.0188104047527326,0.352262000328348,1
409674.94766718,3474439.75942367,202573.582105606,0.765024384234344,0.0453476821588823,0.627951230862703,69
407334.94766718,3486889.75942367,186956.463069524,0.765024384234344,0.028249101349913,0.620900989817446,80
428664.94766718,3440629.75942367,244697.882939005,0.765024384234344,0.0469276455275499,0.617745344911784,49
414354.94766718,3461659.75942367,214613.421921075,0.765024384234344,0.0181089850888453,0.638679875186356,68
301284.94766718,3487549.75942367,81987.4241767194,0.765024384234344,0.018140414195231,0.491677694804997,9
334854.94766718,3490669.75942367,111538.067017464,0.765024384234344,0.0184702410549649,0.64212409802036,21
403734.94766718,3477949.75942367,185589.77259394,0.765024384234344,0.0209060221650745,0.644476600961091,75
