303624.94766718,3496669.75942367,7
314244.94766718,3510559.75942367,4
339804.94766718,3526429.75942367,103
334764.94766718,3520849.75942367,102
338934.94766718,3493159.75942367,19
320034.94766718,3491029.75942367,12
331044.94766718,3528739.75942367,98
327534.94766718,3530389.75942367,97
315474.94766718,3487669.75942367,11
331374.94766718,3526249.75942367,99
332934.94766718,3524209.75942367,100
337224.94766718,3497719.75942367,18
327564.94766718,3502879.75942367,14
370044.94766718,3532159.75942367,86
333624.94766718,3514339.75942367,105
332934.94766718,3498859.75942367,16
329334.94766718,3499939.75942367,15
366264.94766718,3478759.75942367,28
432474.94766718,3437989.75942367,50
310554.94766718,3524299.75942367,1
406374.94766718,3471379.75942367,69
404964.94766718,3484669.75942367,80
428364.94766718,3442219.75942367,49
413094.94766718,3459529.75942367,68
304074.94766718,3486079.75942367,9
337464.94766718,3489859.75942367,21
400644.94766718,3476179.75942367,75
346074.94766718,3522679.75942367,104
350334.94766718,3480409.75942367,22
400914.94766718,3475909.75942367,74
309114.94766718,3479179.75942367,10
401364.94766718,3483589.75942367,81
403284.94766718,3473509.75942367,70
360114.94766718,3467089.75942367,26
399054.94766718,3479659.75942367,77
358404.94766718,3471919.75942367,25
306264.94766718,3490429.75942367,8
424464.94766718,3427819.75942367,47
348264.94766718,3550159.75942367,89
436794.94766718,3431719.75942367,52
336294.94766718,3497389.75942367,17
395934.94766718,3485659.75942367,82
320214.94766718,3493519.75942367,13
353874.94766718,3548839.75942367,88
426834.94766718,3442159.75942367,48
467154.94766718,3441499.75942367,56
404604.94766718,3473359.75942367,71
436794.94766718,3429799.75942367,53
408924.94766718,3434509.75942367,45
434484.94766718,3439369.75942367,51
313554.94766718,3509209.75942367,3
443334.94766718,3435439.75942367,54
416124.94766718,3439729.75942367,46
400914.94766718,3474139.75942367,73
348714.94766718,3468619.75942367,23
460644.94766718,3443749.75942367,57
427854.94766718,3451969.75942367,65
374394.94766718,3480829.75942367,34
337464.94766718,3540799.75942367,95
398484.94766718,3477319.75942367,76
399054.94766718,3479659.75942367,78
306444.94766718,3512839.75942367,2
338994.94766718,3493039.75942367,20
457584.94766718,3441469.75942367,58
400314.94766718,3489889.75942367,84
390834.94766718,3497209.75942367,85
380454.94766718,3477559.75942367,37
421014.94766718,3460729.75942367,66
334644.94766718,3538459.75942367,96
353724.94766718,3470929.75942367,24
377724.94766718,3480049.75942367,35
437634.94766718,3443869.75942367,63
443694.94766718,3441889.75942367,60
332334.94766718,3545089.75942367,94
322134.94766718,3556909.75942367,91
330624.94766718,3575839.75942367,90
462474.94766718,3440299.75942367,55
402624.94766718,3489199.75942367,83
437754.94766718,3445519.75942367,62
437244.94766718,3445639.75942367,61
372594.94766718,3472249.75942367,31
